,0,1,2,3
1915,Rodzilla,NNP,oprd,1
1916,Show,VB,ROOT,0
1917,me,PRP,dative,0
1918,the,DT,det,0
1919,book,NN,dobj,1
1920,that,WDT,dobj,0
1921,Muhammad,NNP,compound,1
1922,Ali,NNP,nsubj,1
1923,wrote,VBD,relcl,1
1924,How,WRB,advmod,0
1925,many,JJ,amod,1
1926,museums,NNS,dobj,0
1927,does,VBZ,aux,0
1928,Paris,NNP,nsubj,1
1929,have,VB,ROOT,0
1930,Which,WDT,det,0
1931,city,NN,nsubj,1
1932,has,VBZ,ROOT,0
1933,the,DT,det,1
1934,most,JJS,amod,1
1935,inhabitants,NNS,dobj,1
1936,Which,WDT,det,0
1937,city,NN,nsubj,1
1938,has,VBZ,ROOT,0
1939,the,DT,det,1
1940,least,JJS,amod,1
1941,inhabitants,NNS,dobj,1
1942,Give,VB,ROOT,0
1943,me,PRP,dative,0
1944,all,PDT,predet,0
1945,the,DT,det,0
1946,TV,NN,compound,1
1947,shows,NNS,dobj,1
1948,with,IN,prep,0
1949,Neil,NNP,compound,1
1950,Patrick,NNP,compound,1
1951,Harris,NNP,pobj,1
1952,Who,WP,nsubj,0
1953,wrote,VBD,ROOT,1
1954,The,DT,det,0
1955,Hunger,NNP,compound,1
1956,Games,NNPS,nsubj,1
1957,Show,VB,ROOT,0
1958,list,NN,dobj,0
1959,of,IN,prep,0
1960,soccer,NN,compound,1
1961,clubs,NNS,pobj,1
1962,that,WDT,nsubj,0
1963,play,VBP,relcl,1
1964,in,IN,prep,0
1965,the,DT,det,0
1966,Bundesliga,NNP,pobj,1
1967,What,WDT,det,0
1968,country,NN,nsubj,1
1969,is,VBZ,ROOT,0
1970,Mount,NNP,compound,1
1971,Everest,NNP,attr,1
1972,in,IN,prep,0
1973,Who,WP,attr,0
1974,is,VBZ,ROOT,0
1975,the,DT,det,0
1976,founder,NN,attr,1
1977,of,IN,prep,0
1978,Penguin,NNP,compound,1
1979,Books,NNPS,pobj,1
1980,Which,WDT,det,0
1981,programming,NN,compound,1
1982,languages,NNS,nsubj,1
1983,influenced,VBD,ROOT,1
1984,Javascript,NNP,dobj,1
1985,Did,VBD,aux,0
1986,Che,NNP,compound,1
1987,Guevara,NNP,nsubj,1
1988,have,VB,ROOT,0
1989,children,NNS,dobj,1
1990,List,VB,ROOT,0
1991,all,PDT,predet,0
1992,the,DT,det,0
1993,musicals,NNS,dobj,1
1994,with,IN,prep,0
1995,music,NN,pobj,1
1996,by,IN,prep,1
1997,Elton,NNP,compound,1
1998,John,NNP,pobj,1
1999,Show,VB,ROOT,0
2000,me,PRP,dative,0
2001,all,PDT,predet,0
2002,the,DT,det,0
2003,breweries,NNS,dobj,1
2004,in,IN,prep,0
2005,Australia,NNP,pobj,1
2006,When,WRB,advmod,0
2007,was,VBD,auxpass,0
2008,the,DT,det,0
2009,Titanic,NN,nsubj,1
2010,completed,VBN,ROOT,0
2011,How,WRB,advmod,0
2012,much,JJ,dobj,0
2013,did,VBD,aux,0
2014,Pulp,NNP,compound,1
2015,Fiction,NNP,compound,1
2016,cost,NN,ROOT,1
2017,How,WRB,advmod,0
2018,many,JJ,amod,1
2019,airlines,NNS,nsubj,1
2020,are,VBP,ROOT,0
2021,there,RB,advmod,0
2022,Who,WP,nsubj,0
2023,played,VBD,ROOT,1
2024,Agent,NNP,compound,1
2025,Smith,NNP,dobj,1
2026,in,IN,prep,0
2027,Matrix,NNP,pobj,1
2028,How,WRB,advmod,0
2029,much,JJ,amod,1
2030,carbs,NNS,dobj,1
2031,does,VBZ,aux,0
2032,peanut,NN,compound,1
2033,butter,NN,nsubj,1
2034,have,VB,ROOT,0
2035,Which,WDT,det,0
2036,book,NN,nsubj,1
2037,has,VBZ,ROOT,0
2038,the,DT,det,1
2039,most,JJS,amod,1
2040,pages,NNS,dobj,1
2041,Which,WDT,det,0
2042,bridges,NNS,nsubj,1
2043,cross,VBP,ROOT,1
2044,the,DT,det,0
2045,Seine,NNP,dobj,1
2046,Who,WP,attr,0
2047,is,VBZ,ROOT,0
2048,the,DT,det,0
2049,mayor,NN,nsubj,1
2050,of,IN,prep,0
2051,the,DT,det,0
2052,capital,NN,pobj,1
2053,of,IN,prep,0
2054,French,JJ,amod,1
2055,Polynesia,NNP,pobj,1
2056,When,WRB,advmod,0
2057,did,VBD,aux,0
2058,Dracula,NNP,poss,1
2059,'s,POS,case,0
2060,creator,NN,nsubj,1
2061,die,VB,ROOT,1
2062,What,WP,attr,0
2063,is,VBZ,ROOT,0
2064,the,DT,det,0
2065,location,NN,nsubj,1
2066,of,IN,prep,1
2067,the,DT,det,0
2068,Houses,NNP,pobj,1
2069,of,IN,prep,1
2070,Parliament,NNP,pobj,1
2071,Show,VB,ROOT,0
2072,me,PRP,dative,0
2073,all,DT,det,0
2074,English,NNP,compound,1
2075,Gothic,NNP,compound,1
2076,buildings,NNS,dobj,1
2077,in,IN,prep,1
2078,Kent,NNP,pobj,1
2079,Who,WP,attr,0
2080,was,VBD,ROOT,0
2081,the,DT,det,0
2082,pope,NN,attr,1
2083,that,WDT,nsubj,0
2084,founded,VBD,relcl,1
2085,the,DT,det,0
2086,Vatican,NNP,compound,1
2087,Television,NNP,dobj,1
2088,What,WP,det,0
2089,airlines,NNS,nsubj,1
2090,are,VBP,ROOT,0
2091,part,NN,attr,1
2092,of,IN,prep,1
2093,the,DT,det,0
2094,SkyTeam,NNP,compound,1
2095,alliance,NN,pobj,1
2096,What,WP,attr,0
2097,is,VBZ,ROOT,0
2098,the,DT,det,0
2099,total,JJ,amod,1
2100,population,NN,nsubj,1
2101,of,IN,prep,0
2102,Melbourne,NNP,pobj,1
2103,Florida,NNP,npadvmod,1
2104,Which,WDT,det,0
2105,airports,NNS,dobj,1
2106,does,VBZ,aux,0
2107,Air,NNP,compound,1
2108,China,NNP,nsubj,1
2109,serve,VB,ROOT,0
2110,In,IN,prep,0
2111,which,WDT,det,0
2112,year,NN,pcomp,1
2113,was,VBD,ROOT,0
2114,Rachel,NNP,compound,1
2115,Stevens,NNP,nsubj,1
2116,born,VBN,acl,1
2117,Where,WRB,advmod,0
2118,was,VBD,auxpass,0
2119,JFK,NNP,nsubj,1
2120,assassinated,VBN,ROOT,1
2121,How,WRB,advmod,0
2122,many,JJ,amod,1
2123,politicians,NNS,nsubj,1
2124,graduated,VBD,ROOT,1
2125,from,IN,prep,0
2126,Columbia,NNP,compound,1
2127,University,NNP,pobj,1
2128,Which,WDT,det,0
2129,scientist,NN,nsubjpass,1
2130,is,VBZ,auxpass,1
2131,known,VBN,ROOT,1
2132,for,IN,prep,1
2133,the,DT,det,0
2134,Manhattan,NNP,compound,1
2135,Project,NNP,pobj,1
2136,and,CC,cc,0
2137,the,DT,det,0
2138,Nobel,NNP,compound,1
2139,Peace,NNP,compound,1
2140,Prize,NNP,conj,1
2141,What,WP,attr,0
2142,is,VBZ,ROOT,0
2143,the,DT,det,0
2144,highest,JJS,amod,1
2145,volcano,NN,nsubj,1
2146,in,IN,prep,0
2147,Africa,NNP,pobj,1
2148,Which,WDT,det,0
2149,beer,NN,nsubj,1
2150,originated,VBD,ROOT,1
2151,in,IN,prep,1
2152,Ireland,NNP,pobj,1
2153,What,WP,attr,0
2154,are,VBP,ROOT,1
2155,the,DT,det,0
2156,specialities,NNS,nsubj,1
2157,of,IN,prep,0
2158,the,DT,det,0
2159,UNC,NNP,compound,1
2160,Health,NNP,compound,1
2161,Care,NNP,pobj,1
2162,Who,WP,attr,0
2163,is,VBZ,ROOT,0
2164,the,DT,det,0
2165,owner,NN,nsubj,1
2166,of,IN,prep,0
2167,Facebook,NNP,pobj,1
2168,From,IN,prep,0
2169,which,WDT,det,0
2170,region,NN,pcomp,1
2171,is,VBZ,ROOT,0
2172,the,DT,det,0
2173,Melon,NNP,compound,1
2174,de,FW,compound,1
2175,Bourgogne,NNP,nsubj,1
2176,Who,WP,nsubjpass,0
2177,was,VBD,auxpass,0
2178,influenced,VBN,ROOT,1
2179,by,IN,agent,0
2180,Socrates,NNP,pobj,0
2181,Who,WP,nsubj,0
2182,was,VBD,ROOT,0
2183,president,NN,attr,1
2184,of,IN,prep,0
2185,Pakistan,NNP,pobj,1
2186,in,IN,prep,0
2187,1978,CD,pobj,1
2188,Give,VB,ROOT,0
2189,me,PRP,dative,0
2190,English,JJ,amod,1
2191,actors,NNS,dobj,1
2192,starring,VBG,acl,1
2193,in,IN,prep,1
2194,Lovesick,NNP,pobj,1
2195,Give,VB,ROOT,0
2196,me,PRP,dative,0
2197,all,DT,det,0
2198,types,NNS,dobj,1
2199,of,IN,prep,0
2200,eating,VBG,pcomp,1
2201,disorders,NNS,dobj,1
2202,Who,WP,nsubjpass,0
2203,was,VBD,auxpass,0
2204,married,VBN,ROOT,1
2205,to,IN,prep,1
2206,president,NN,compound,1
2207,Chirac,NNP,pobj,1
2208,What,WP,attr,0
2209,is,VBZ,ROOT,0
2210,the,DT,det,0
2211,largest,JJS,amod,1
2212,metropolitan,JJ,amod,1
2213,area,NN,nsubj,1
2214,in,IN,prep,1
2215,Washington,NNP,compound,1
2216,state,NN,pobj,1
2217,Where,WRB,advmod,0
2218,in,IN,prep,1
2219,France,NNP,pobj,1
2220,is,VBZ,aux,0
2221,sparkling,VBG,ROOT,1
2222,wine,NN,dobj,1
2223,produced,VBN,acl,1
2224,Where,WRB,advmod,0
2225,did,VBD,aux,0
2226,Hillel,NNP,compound,1
2227,Slovak,NNP,nsubj,1
2228,die,VB,ROOT,0
2229,What,WP,attr,0
2230,is,VBZ,ROOT,0
2231,the,DT,det,0
2232,timezone,NN,nsubj,1
2233,in,IN,prep,0
2234,San,NNP,compound,1
2235,Pedro,NNP,nmod,1
2236,de,IN,nmod,1
2237,Atacama,NNP,pobj,1
2238,In,IN,prep,0
2239,which,WDT,pobj,0
2240,city,NN,nsubj,1
2241,does,VBZ,ROOT,0
2242,the,DT,det,0
2243,Chile,NNP,compound,1
2244,Route,NNP,nsubj,1
2245,68,CD,nummod,1
2246,end,NN,appos,1
2247,Give,VB,ROOT,0
2248,me,PRP,dative,0
2249,all,DT,det,0
2250,ESA,NN,compound,1
2251,astronauts,NNS,dobj,1
2252,Give,VB,ROOT,0
2253,me,PRP,dative,0
2254,all,DT,det,0
2255,Swedish,JJ,amod,1
2256,holidays,NNS,dobj,1
2257,Who,WP,attr,0
2258,is,VBZ,ROOT,0
2259,the,DT,det,0
2260,youngest,JJS,amod,1
2261,Pulitzer,NNP,compound,1
2262,Prize,NNP,compound,1
2263,winner,NN,attr,1
2264,Which,WDT,det,0
2265,animals,NNS,nsubj,0
2266,are,VBP,ROOT,0
2267,critically,RB,advmod,1
2268,endangered,VBN,acomp,1
2269,Which,WDT,det,0
2270,soccer,NN,compound,1
2271,players,NNS,nsubjpass,0
2272,were,VBD,auxpass,0
2273,born,VBN,ROOT,1
2274,on,IN,prep,1
2275,Malta,NNP,pobj,1
2276,Did,VBD,aux,0
2277,Arnold,NNP,compound,1
2278,Schwarzenegger,NNP,nsubj,1
2279,attend,VB,ROOT,1
2280,university,NN,dobj,1
2281,Which,WDT,det,0
2282,programming,NN,compound,1
2283,languages,NNS,nsubjpass,1
2284,were,VBD,auxpass,0
2285,influenced,VBN,ROOT,1
2286,by,IN,agent,1
2287,Perl,NNP,pobj,1
2288,Is,VBZ,ROOT,0
2289,Barack,NNP,compound,1
2290,Obama,NNP,nsubj,1
2291,democrat,NNP,attr,1
2292,How,WRB,advmod,0
2293,many,JJ,amod,0
2294,children,NNS,dobj,1
2295,does,VBZ,aux,0
2296,Eddie,NNP,compound,1
2297,Murphy,NNP,nsubj,1
2298,have,VB,ROOT,0
2299,Who,WP,attr,0
2300,is,VBZ,ROOT,0
2301,the,DT,det,0
2302,oldest,JJS,amod,1
2303,child,NN,attr,1
2304,of,IN,prep,0
2305,Meryl,NNP,compound,1
2306,Streep,NNP,pobj,1
2307,Who,WP,nsubj,0
2308,killed,VBD,ROOT,1
2309,John,NNP,compound,1
2310,Lennon,NNP,dobj,1
2311,Which,WDT,det,0
2312,frequent,JJ,amod,1
2313,flyer,NN,compound,1
2314,program,NN,nsubj,1
2315,has,VBZ,ROOT,0
2316,the,DT,det,0
2317,most,JJS,amod,1
2318,airlines,NNS,dobj,1
2319,In,IN,prep,0
2320,which,WDT,pobj,0
2321,city,NN,nsubj,1
2322,is,VBZ,ROOT,0
2323,Air,NNP,compound,1
2324,China,NNP,nsubj,1
2325,headquartered,VBN,ccomp,0
2326,Which,WDT,det,0
2327,artists,NNS,nsubjpass,0
2328,were,VBD,auxpass,0
2329,born,VBN,ROOT,1
2330,on,IN,prep,0
2331,the,DT,det,0
2332,same,JJ,amod,1
2333,date,NN,pobj,1
2334,as,IN,prep,0
2335,Rachel,NNP,compound,1
2336,Stevens,NNP,pobj,1
2337,How,WRB,advmod,0
2338,many,JJ,amod,0
2339,scientists,NNS,nsubj,1
2340,graduated,VBD,ROOT,1
2341,from,IN,prep,0
2342,an,DT,det,0
2343,Ivy,NNP,compound,1
2344,League,NNP,compound,1
2345,university,NN,pobj,1
2346,Which,WDT,det,0
2347,types,NNS,nsubj,1
2348,of,IN,prep,0
2349,grapes,NNS,pobj,0
2350,grow,VBP,ROOT,1
2351,in,IN,prep,0
2352,Oregon,NNP,pobj,1
2353,Who,WP,nsubj,0
2354,is,VBZ,aux,1
2355,starring,VBG,ROOT,1
2356,in,IN,prep,1
2357,Spanish,JJ,amod,1
2358,movies,NNS,pobj,1
2359,produced,VBN,acl,1
2360,by,IN,agent,0
2361,Benicio,NNP,compound,1
2362,del,NNP,compound,1
2363,Toro,NNP,pobj,1
2364,Who,WP,attr,0
2365,is,VBZ,ROOT,0
2366,the,DT,det,0
2367,manager,NN,attr,1
2368,of,IN,prep,0
2369,Real,NNP,compound,1
2370,Madrid,NNP,pobj,1
2371,Give,VB,ROOT,0
2372,me,PRP,dative,0
2373,the,DT,det,0
2374,currency,NN,dobj,1
2375,of,IN,prep,0
2376,China,NNP,pobj,1
2377,Which,WDT,det,0
2378,movies,VBZ,nsubjpass,1
2379,starring,VBG,acl,1
2380,Brad,NNP,compound,1
2381,Pitt,NNP,dobj,1
2382,were,VBD,auxpass,0
2383,directed,VBN,ROOT,1
2384,by,IN,agent,0
2385,Guy,NNP,compound,1
2386,Ritchie,NNP,pobj,1
2387,How,WRB,advmod,0
2388,many,JJ,amod,0
2389,companies,NNS,nsubjpass,1
2390,were,VBD,auxpass,0
2391,founded,VBN,ROOT,1
2392,by,IN,agent,1
2393,the,DT,det,0
2394,founder,NN,pobj,1
2395,of,IN,prep,0
2396,Facebook,NNP,pobj,1
2397,How,WRB,advmod,0
2398,many,JJ,amod,0
2399,companies,NNS,nsubjpass,1
2400,were,VBD,auxpass,0
2401,founded,VBN,ROOT,1
2402,in,IN,prep,0
2403,the,DT,det,0
2404,same,JJ,amod,1
2405,year,NN,pobj,1
2406,as,IN,prep,0
2407,Google,NNP,pobj,1
2408,Which,WDT,det,0
2409,subsidiary,NN,nsubj,1
2410,of,IN,prep,0
2411,Lufthansa,NNP,pobj,1
2412,serves,VBZ,ROOT,0
2413,both,CC,preconj,0
2414,Dortmund,NNP,dobj,1
2415,and,CC,cc,0
2416,Berlin,NNP,compound,1
2417,Tegel,NNP,conj,1
2418,How,WRB,advmod,0
2419,many,JJ,amod,1
2420,airlines,NNS,nsubj,1
2421,are,VBP,ROOT,0
2422,members,NNS,attr,0
2423,of,IN,prep,0
2424,the,DT,det,0
2425,Star,NNP,compound,1
2426,Alliance,NNP,pobj,1
2427,Give,VB,ROOT,0
2428,me,PRP,dative,0
2429,all,DT,det,0
2430,spacecrafts,NNS,dobj,1
2431,that,WDT,nsubj,0
2432,flew,VBD,relcl,1
2433,to,IN,prep,1
2434,Mars,NNP,pobj,1
2435,Which,WDT,det,0
2436,musician,NN,nsubj,1
2437,wrote,VBD,ROOT,1
2438,the,DT,det,1
2439,most,JJS,amod,1
2440,books,NNS,dobj,1
2441,Show,VB,ROOT,0
2442,me,PRP,dative,0
2443,everyone,NN,dobj,0
2444,who,WP,nsubjpass,0
2445,was,VBD,auxpass,0
2446,born,VBN,relcl,1
2447,on,IN,prep,1
2448,Halloween,NNP,pobj,1
2449,Give,VB,ROOT,0
2450,me,PRP,dative,0
2451,all,DT,det,0
2452,Swiss,JJ,amod,1
2453,non,AFX,amod,1
2454,profit,NN,compound,1
2455,organizations,NNS,dobj,0
2456,In,IN,prep,0
2457,which,WDT,det,0
2458,country,NN,pcomp,1
2459,is,VBZ,auxpass,0
2460,Mecca,NNP,nsubj,1
2461,located,VBN,ROOT,1
2462,What,WP,attr,0
2463,is,VBZ,ROOT,0
2464,the,DT,det,0
2465,net,JJ,amod,1
2466,income,NN,nsubj,1
2467,of,IN,prep,0
2468,Apple,NNP,pobj,1
2469,What,WP,pobj,0
2470,does,VBZ,aux,0
2471,the,DT,det,0
2472,abbreviation,NN,compound,1
2473,FIFA,NNP,compound,1
2474,stand,VB,ROOT,0
2475,for,IN,prep,0
2476,When,WRB,advmod,0
2477,did,VBD,aux,0
2478,the,DT,det,0
2479,Ming,NNP,compound,1
2480,dynasty,NN,nsubj,1
2481,dissolve,VB,ROOT,1
2482,Which,WDT,det,0
2483,museum,NN,nsubj,1
2484,in,IN,prep,0
2485,New,NNP,compound,1
2486,York,NNP,pobj,1
2487,has,VBZ,ROOT,0
2488,the,DT,det,1
2489,most,JJS,amod,1
2490,visitors,NNS,dobj,1
2491,Is,VBZ,ROOT,0
2492,Lake,NNP,compound,1
2493,Baikal,NNP,nsubj,1
2494,bigger,JJR,acomp,1
2495,than,IN,prep,1
2496,the,DT,det,0
2497,Great,NNP,compound,1
2498,Bear,NNP,compound,1
2499,Lake,NNP,pobj,1
2500,Desserts,NNS,ROOT,0
2501,from,IN,prep,0
2502,which,WDT,pobj,0
2503,country,NN,nsubj,1
2504,contain,VBP,relcl,1
2505,fish,NN,dobj,1
2506,What,WP,attr,0
2507,is,VBZ,ROOT,0
2508,the,DT,det,0
2509,highest,JJS,amod,1
2510,mountain,NN,nsubj,1
2511,in,IN,prep,1
2512,Italy,NNP,pobj,1
2513,Where,WRB,advmod,0
2514,did,VBD,ROOT,0
2515,the,DT,det,0
2516,architect,NN,nsubj,1
2517,of,IN,prep,0
2518,the,DT,det,0
2519,Eiffel,NNP,compound,1
2520,Tower,NNP,compound,1
2521,study,NN,pobj,1
2522,Which,WDT,det,0
2523,Greek,JJ,amod,1
2524,parties,NNS,nsubj,0
2525,are,VBP,ROOT,0
2526,pro,JJ,nmod,1
2527,European,JJ,punct,1
2528,What,WP,attr,0
2529,is,VBZ,ROOT,0
2530,the,DT,det,0
2531,height,NN,compound,1
2532,difference,NN,nsubj,1
2533,between,IN,prep,0
2534,Mount,NNP,compound,1
2535,Everest,NNP,pobj,1
2536,and,CC,cc,0
2537,K2,NNP,conj,1
2538,Who,WP,attr,0
2539,is,VBZ,ROOT,0
2540,the,DT,det,0
2541,mayor,NN,attr,1
2542,of,IN,prep,0
2543,Rotterdam,NNP,pobj,1
2544,In,IN,prep,0
2545,which,WDT,pobj,0
2546,city,NN,nsubj,1
2547,were,VBD,ROOT,0
2548,the,DT,det,0
2549,parents,NNS,attr,1
2550,of,IN,prep,0
2551,Che,NNP,compound,1
2552,Guevara,NNP,pobj,1
2553,born,VBD,acl,1
2554,How,WRB,advmod,0
2555,high,JJ,acomp,1
2556,is,VBZ,ROOT,0
2557,the,DT,det,0
2558,Yokohama,NNP,compound,1
2559,Marine,NNP,compound,1
2560,Tower,NNP,nsubj,1
2561,Are,VBP,ROOT,0
2562,Taiko,NNP,nsubj,1
2563,kind,NN,attr,1
2564,of,IN,prep,1
2565,Japanese,JJ,amod,1
2566,musical,JJ,amod,1
2567,instruments,NNS,pobj,0
2568,How,WRB,advmod,0
2569,many,JJ,amod,1
2570,ethnic,JJ,amod,1
2571,groups,NNS,nsubj,1
2572,live,VBP,ROOT,0
2573,in,IN,prep,0
2574,Slovenia,NNP,pobj,1
2575,List,VB,ROOT,0
2576,the,DT,det,0
2577,seven,CD,nummod,0
2578,kings,NNS,dobj,1
2579,of,IN,prep,0
2580,Rome,NNP,pobj,1
2581,Who,WP,attr,0
2582,were,VBD,ROOT,0
2583,the,DT,det,0
2584,parents,NNS,nsubj,1
2585,of,IN,prep,0
2586,Queen,NNP,compound,1
2587,Victoria,NNP,pobj,1
2588,Who,WP,attr,0
2589,is,VBZ,ROOT,0
2590,the,DT,det,0
2591,heaviest,JJS,amod,1
2592,player,NN,attr,1
2593,of,IN,prep,0
2594,the,DT,det,0
2595,Chicago,NNP,compound,1
2596,Bulls,NNPS,pobj,1
2597,Which,WDT,det,0
2598,volcanos,VBZ,nsubj,1
2599,in,IN,prep,1
2600,Japan,NNP,pobj,1
2601,erupted,VBD,ROOT,1
2602,since,IN,prep,1
2603,2000,CD,pobj,1
2604,Who,WP,attr,0
2605,is,VBZ,ROOT,0
2606,the,DT,det,0
2607,tallest,JJS,amod,1
2608,basketball,NN,compound,1
2609,player,NN,nsubj,1
